LOB,File Name,File Path,Function Name,No of Parameters,Function Type,rule_id,rule_statement,parent_rule_id
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GetEQTerrMMI,2,PF,,"[""                        GetEQTerrMMI = -99    ' failed\n"", '                    End If\n']",rule-43
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-47,"['            If Trim(oLobData.Policy.Input(""PfCopRate"").Value) <> ""Y"" Then\n']",rule-47
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-48,"['                If Trim(oLoc03(""LcMisc2"").Value) <> """" Then\n', '                    sPkgProg = Trim(oLoc03(""LcMisc2"").Value)\n', '                End If\n']","rule-47,rule-48"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['\nEnd If'],rule-47
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-49,"['            If oLobData.Attributes.Common.CATApplies = ""Y"" Then\n', '                AppyCATMgt = True\n', '\nEnd If']",rule-49
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-50,"['            If Val(oLobLoc.Input(""PfLocNo"").Value) = 0 Then\n', '                oValidationResults.Add(""Location invalid"", ""txtLocNum"")\n', '\nEnd If', '            If Val(oLobLoc.Input(""PfBldgNo"").Value) = 0 Then\n', '                oValidationResults.Add(""Building invalid"", ""txtBldgNum"")\n', '\nEnd If', '            If Trim(oLoc03(""LcStreet1"").Value) = """" Then\n', '                oValidationResults.Add(""Street required"", ""txtStreet"")\n', '\nEnd If', '            If Trim(oLoc03(""LcCity"").Value) = """" Then\n', '                oValidationResults.Add(""City required"", ""txtCity"")\n', '\nEnd If', '            If Trim(oLoc03(""LcZipCode"").Value) = """" Then\n', '                oValidationResults.Add(""Zip Code required"", ""txtZipCode"")\n', '\nEnd If', '            If Trim(oLoc03(""LcBldgOccup"").Value) = """" Then\n', '                oValidationResults.Add(""Occupancy required"", ""txtOccupy"")\n', '\nEnd If', '            If Trim(oLobLoc.Input(""PfBasicGrp1"").Value) = """" Or Val(oLobLoc.Input(""PfBasicGrp1"").Value) = 0 Then\n', '                oValidationResults.Add(""BGI Terr required"", ""txtPfBasicGrp1"")\n', '\nEnd If', '            If Trim(oLobLoc.Input(""PfBasicGrpii"").Value) = """" Or Val(oLobLoc.Input(""PfBasicGrpii"").Value) = 0 Then\n', '                oValidationResults.Add(""BGII Terr required"", ""txtPfBasicGrpii"")\n', '\nEnd If', '            If Trim(oLobLoc.Input(""PfSpecTerr"").Value) = """" Or Val(oLobLoc.Input(""PfSpecTerr"").Value) = 0 Then\n', '                oValidationResults.Add(""Spec Terr required"", ""txtPfSpecTerr"")\n', '\nEnd If', '            If Trim(oLobLoc.Input(""PfEqTerr"").Value) = """" Or Val(oLobLoc.Input(""PfEqTerr"").Value) = 0 Then\n', '                oValidationResults.Add(""Eq Zone required"", ""txtPfEqTerr"")\n', '\nEnd If', '                If oLobData.Attributes(""PfShowNewEq"") = ""True"" _\n', '                        Or oLobData.Attributes.Common.CATApplies = ""Y"" Then\n', '                    strErrMsg = """"\n', '\nEnd If', '                    oValidationResults.Add(strErrMsg, ""txtPfEqTerr"")\n', '                End If\n', '\nEnd If', '            If AppyCATMgt = False Then\n', '                If oLobData.Attributes(""PfShowNewEq"") = ""True"" Then\n', '                    If (oLobLoc.Input(""PfBldgEqRteTp"").Value = ""Y"") _\n', '                        Or (Len(Trim$(oLobLoc.Input(""PfBldgSpklEq"").Value)) > 0) _\n', '                        Or (oLobLoc.Input(""PfBincEqRteTp"").Value = ""Y"") _\n', '                        Or (Len(Trim$(oLobLoc.Input(""PfBincSpklEq"").Value)) > 0) _\n', '                        Or (oLobLoc.Input(""PfBppEqRteTp"").Value = ""Y"") _\n', '                        Or (Len(Trim$(oLobLoc.Input(""PfBppEqConstr"").Value)) > 0) _\n', '                        Or (oLobLoc.Input(""PfExxpEqRteTp"").Value = ""Y"") _\n', '                        Or (Len(Trim$(oLobLoc.Input(""PfExxpSpklEq"").Value)) > 0) _\n', '                        Or (oLobLoc.Input(""PfTuitEqRteTp"").Value = ""Y"") _\n', '                        Or (Len(Trim$(oLobLoc.Input(""PfTuitSpklEq"").Value)) > 0) Then\n', '                        If oLobLoc.Input(""PfMMIZone"").Value = ""00.00"" Or (Len(Trim$(oLobLoc.Input(""PfMMIZone"").Value)) = 0) Then\n', '                            oLobLoc.Input(""PfMMIZone"").Value = """"  \' not required\n', '                        ElseIf (oLobLoc.Input(""PfMMIZone"").Value = ""99.99"") Then\n', '                            oValidationResults.Add(""MMI Zone is required"", ""txtMMI"")\n', '                            oLobLoc.Input(""PfMMIZone"").Value = """"\n', '                        Else\n']",rule-50
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-51,"['                            If (Val(oLobLoc.Input(""PfMMIZone"").Value) < 1) Or (Val(oLobLoc.Input(""PfMMIZone"").Value) > 12) Then\n', '                                oValidationResults.Add(""MMI Zone Valid entries 1.0 - 12.0"", ""txtMMI"")\n', '                            End If\n']",rule-51
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['                        End If\n'],
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-52,"['            If InStr(""*NBIS*REQU*REIS*RCQU*RCIS*"", oLobData.Attributes.Common.PolicyTransactionType) > 1 Then\n', '                If InStr(1, ""*IA*IL*IN*KY*MI*MN*MO*OH*RI*WI*"", oLobLoc.Input(""PfLocSt"").Value) > 0 Then\n']",rule-52
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-53,"['                    If Trim(oLobLoc.Input(""PfTownCd"").Value) = """" Then\n', '                        oValidationResults.Add(""Town Code required"", ""txtPfTownCd"")\n', '                    End If\n']","rule-52,rule-53"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['                End If\n'],rule-52
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-54,"['            If InStr(""*NBIS*REQU*REIS*RCQU*RCIS*"", oLobData.Attributes.Common.PolicyTransactionType) > 1 Then\n']",rule-54
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-55,"['                If InStr(1, ""*IA*IL*IN*KY*MI*MN*MO*OH*RI*WI*"", oLobLoc.Input(""PfLocSt"").Value) > 0 Then\n']","rule-54,rule-55"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-56,"['                    If Trim(oLobLoc.Input(""PfCountyCode"").Value) = """" Then\n', '                        oValidationResults.Add(""County Code required"", ""txtPfCountyCode"")\n', '                    End If\n']","rule-54,rule-55,rule-56"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['                End If\n'],"rule-54,rule-55"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['\nEnd If'],rule-54
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-57,"['            If Trim(oLobLoc.Input(""PfYearConstr"").Value) = """" And nEffDate >= 100092 Then\n', '                oValidationResults.Add(""Year Constr required"", ""txtPfYearConstr"")\n', '\nEnd If']",rule-57
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-58,"['            If Len(Trim(oLobLoc.Input(""PfYearConstr"").Value)) <> 4 Then\n', '                oValidationResults.Add(""Year Constr must be 4 digits"", ""txtPfYearConstr"")\n', '\nEnd If']",rule-58
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-59,"['                Select Case CInt(Left(Trim(oLobLoc.Input(""PfYearConstr"").Value), 2))\n']",rule-59
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-60,['                    Case 16 To 20\n'],"rule-59,rule-60"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-61,"['                    Case Else\n', '                        oValidationResults.Add(""Year Constr must start with 16--20"", ""txtPfYearConstr"")\n', '                End Select\n']","rule-59,rule-61"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-62,"['            If (elitePacApply.Equals(False)) Then\n', '                If InStr(1, sSysData, sCpProgram) > 0 And nEffDate >= 100091 Then\n']",rule-62
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-63,"['                    If Val(oLobLoc.Input(""PfProtClass"").Value) = 10 Then\n', '                        oValidationResults.Add(""Invalid Prot Class for Summit program"", ""txtPfProtClass"")\n', '                    End If\n']","rule-62,rule-63"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['                End If\n'],rule-62
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-64,"['            If (oLobData.Attributes.Common.OneNDoneInd = ""Y"") _\n', '                And (oLobData.Attributes.Common.OneNDoneType = ""AN"") Then\n']",rule-64
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-65,"['                If Val(oLobLoc.Input(""PfProtClass"").Value) = 10 Then\n', '                    oValidationResults.Add(""Protection Class 10 not available for issue."", ""txtPfProtClass"")\n', '                End If\n']","rule-64,rule-65"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['\nEnd If'],rule-64
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-66,"['            If Trim(oLobLoc.Input(""PfCspTerr"").Value) = """" Then\n', '                oValidationResults.Add(""CSP Terr required"", ""txtPfCspTerr"")\n', '\nEnd If']",rule-66
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-67,"['            If Trim(oLobLoc.Input(""PfCspTerr"").Value) <> """" Then\n']",rule-67
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-68,"['                If Val(oLobLoc.Input(""PfCspTerr"").Value) = 0 Then\n', '                    oValidationResults.Add(""Invalid Territory value"", ""txtPfCspTerr"")\n']","rule-67,rule-68"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-69,"['                ElseIf Not oPFShared.IsValidTerritory(oLobLoc.Input(""PfLocSt"").Value, sFilterDate, Trim(oLobLoc.Input(""PfCspTerr"").Value)) Then\n', '                    oValidationResults.Add(""Invalid Territory, please enter a valid Territory"", ""txtPfCspTerr"")\n', '                End If\n']","rule-67,rule-69"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['\nEnd If'],rule-67
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-70,"['            If sBCEGSt = ""Y"" And Trim(oLobLoc.Input(""PfYearConstr"").Value) <> """" Then\n']",rule-70
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-71,"['                If Trim(oLobLoc.Input(""PfCommBceg"").Value) = """" Then\n', '                    oValidationResults.Add(""Comml BCEG required"", ""txtPfCommBceg"")\n']","rule-70,rule-71"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-72,"['                ElseIf (Val(oLobLoc.Input(""PfCommBceg"").Value) < 1 Or Val(oLobLoc.Input(""PfCommBceg"").Value) > 10) And\n', '                Val(oLobLoc.Input(""PfCommBceg"").Value) <> 99 Then\n', '                    oValidationResults.Add(""Comml BCEG invalid"", ""txtPfCommBceg"")\n', '                End If\n']","rule-70,rule-72"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['\nEnd If'],rule-70
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-73,"['            If sBCEGSt = ""Y"" And Trim(oLobLoc.Input(""PfYearConstr"").Value) <> """" Then\n']",rule-73
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-74,"['                If Trim(oLobLoc.Input(""PfPersBceg"").Value) = """" Then\n', '                    oValidationResults.Add(""Pers BCEG required"", ""txtPfPersBceg"")\n']","rule-73,rule-74"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-75,"['                ElseIf (Val(oLobLoc.Input(""PfPersBceg"").Value) < 1 Or Val(oLobLoc.Input(""PfPersBceg"").Value) > 10) And\n', '                Val(oLobLoc.Input(""PfPersBceg"").Value) <> 99 Then\n', '                    oValidationResults.Add(""Pers BCEG invalid"", ""txtPfPersBceg"")\n', '                End If\n']","rule-73,rule-75"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['\nEnd If'],rule-73
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-76,"['            If Trim(oLobLoc.Input(""PfConstSym"").Value) = """" Then\n', '                oValidationResults.Add(""Constr code required"", ""cboPfConstSym"")\n', '\nEnd If']",rule-76
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-77,['            If AppyCATMgt = False Then\n'],rule-77
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-78,"['                If Trim(oLobLoc.Input(""PfConstSym"").Value) = ""10"" Then\n']","rule-77,rule-78"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-79,"['                    If Val(oLobLoc.Input(""PfBldgLim"").Value) > 0 Or\n', '                        Val(oLobLoc.Input(""PfBppLim1"").Value) > 0 Or\n', '                        Trim(oLobLoc.Input(""PfBincCol"").Value) <> """" Or\n', '                        Val(oLobLoc.Input(""PfExxpLim"").Value) > 0 Or\n', '                        Val(oLobLoc.Input(""PfLossLimit"").Value) > 0 Or\n', '                        Val(oLobLoc.Input(""PfMiscRealLim"").Value) > 0 Or\n', '                        Trim(oLobLoc.Input(""PfTuitClassCd"").Value) <> """" Then\n', '                        oValidationResults.Add(""Constr code 10 valid for Special Classes only"", ""cboPfConstSym"")\n', '                    End If\n']","rule-77,rule-78,rule-79"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['                End If\n'],"rule-77,rule-78"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['\nEnd If'],rule-77
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-80,"['            If Trim(oLobLoc.Input(""PfConstSym"").Value) <> """" Then\n']",rule-80
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-81,['                If Val(sBG2CInd) = 0 Then\n'],"rule-80,rule-81"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-82,"['                    If Val(oLobLoc.Input(""PfConstSym"").Value) < 1 Or Val(oLobLoc.Input(""PfConstSym"").Value) > 10 Then\n', '                        oValidationResults.Add(""Construction code invalid"", ""cboPfConstSym"")\n', '                    End If\n']","rule-80,rule-81,rule-82"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-83,['                ElseIf Val(sBG2CInd) > 0 Then\n'],"rule-80,rule-83"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-84,"['                    If (Val(oLobLoc.Input(""PfConstSym"").Value) < 1 Or Val(oLobLoc.Input(""PfConstSym"").Value) > 6) And\n', '                        Val(oLobLoc.Input(""PfConstSym"").Value) <> 10 Then\n', '                        oValidationResults.Add(""Construction code invalid"", ""cboPfConstSym"")\n', '                    End If\n']","rule-80,rule-83,rule-84"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['                End If\n'],"rule-80,rule-83"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['\nEnd If'],rule-80
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-85,"['            If Val(nEffDate) >= Val(""105060"") Then\n']",rule-85
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-86,"['                If Trim$(oLobLoc.Input(""PfConstrQtyCompl"").Value) = """" Then\n']","rule-85,rule-86"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-87,"['                    If oLobLoc.Input(""PfConstQlty"").Value = ""E"" Then\n', '                        oLobLoc.Input(""PfConstrQtyCompl"").Value = ""10""  \' 1 Economy\n']","rule-85,rule-86,rule-87"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-88,"['                    ElseIf oLobLoc.Input(""PfConstQlty"").Value = ""S"" Then\n', '                        oLobLoc.Input(""PfConstrQtyCompl"").Value = ""30""  \' 3 Superior\n', '                    Else\n', '                        oLobLoc.Input(""PfConstrQtyCompl"").Value = ""20""  \' 2 Average\n', '                    End If\n']","rule-85,rule-86,rule-88"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['                End If\n'],"rule-85,rule-86"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['\nEnd If'],rule-85
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-89,['            If Val(sBG2CInd) > 0 Then\n'],rule-89
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-90,"['                If Trim$(oLobLoc.Input(""PfHvyJmas"").Value) = """" Or\n', '                   Trim$(oLobLoc.Input(""PfSprNcmb"").Value) = """" Or\n', '                   Trim$(oLobLoc.Input(""PfSprMasNcmb"").Value) = """" Or\n', '                   Trim$(oLobLoc.Input(""PfHighRise"").Value) = """" Or\n', '                   Trim$(oLobLoc.Input(""PfNonLghtSteel"").Value) = """" Or\n', '                   Trim$(oLobLoc.Input(""PfReinfMas"").Value) = """" Then\n']","rule-89,rule-90"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-91,"['                    If oLobLoc.Input(""PfConstSym"").Value = ""01"" _\n', '                        Or oLobLoc.Input(""PfConstSym"").Value = ""10"" Then\n', '                    Else\n']","rule-89,rule-90,rule-91"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-92,"['                        If oLobLoc.Input(""PfLocSt"").Value = ""SC"" And (CInt(sTxEfDate) > CInt(""104182"")) Then\n', '                        Else\n', '                            oValidationResults.Add(""BG2 Construction codes required"", ""lnkConstDetails"")\n', '                        End If\n']","rule-89,rule-90,rule-91,rule-92"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['                    End If\n'],"rule-89,rule-90,rule-91"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['                End If\n'],"rule-89,rule-90"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['\nEnd If'],rule-89
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-93,"['            If AppyCATMgt Then\n', '                Dim ValidateCATMgtObj As New ValidateCATMgtInput(oLobLoc.Input(""PfLocSt"").Value, oLobLoc.Input(""PfConstSym"").Value, oLobLoc.Input(""PfBgiiSym"").Value, oLobLoc.Input(""PfBgiRateTyp"").Value)\n', '                ValidateCATMgt(ValidateCATMgtObj, oValidationResults)\n', '\nEnd If']",rule-93
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-94,"['            If Trim(oLobLoc.Input(""PfBgiRateTyp"").Value) = """" Then\n', '                oValidationResults.Add(""Rate type required"", ""cboPfBgiRateTyp"")\n', '\nEnd If']",rule-94
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-95,"['            If Trim(oLobLoc.Input(""PfBgiRateTyp"").Value) <> """" Then\n']",rule-95
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-96,"['                If (Val(oLobLoc.Input(""PfBgiRateTyp"").Value) < 1 Or\n', '                   Val(oLobLoc.Input(""PfBgiRateTyp"").Value) > 3) Then\n']","rule-95,rule-96"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-97,"['                    Select Case Val(oLobLoc.Input(""PfBgiRateTyp"").Value)\n']","rule-95,rule-96,rule-97"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-98,['                        Case 4\n'],"rule-95,rule-96,rule-97,rule-98"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-99,"['                            If (Val(nEffDate) > Val(""106151"")) = False Then\n', '                                oValidationResults.Add(""Rate type invalid"", ""cboPfBgiRateTyp"")\n', '                            End If\n']","rule-95,rule-96,rule-97,rule-98,rule-99"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-100,['                        Case 5\n'],"rule-95,rule-96,rule-97,rule-100"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-101,"['                            If ((Val(nEffDate) >= Val(""106335"")) _\n', '                                And ((sPkgProg = ""08""))) = False Then\n', '                                oValidationResults.Add(""Rate type invalid"", ""cboPfBgiRateTyp"")\n', '                            End If\n']","rule-95,rule-96,rule-97,rule-100,rule-101"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['                    End Select\n'],"rule-95,rule-96,rule-97,rule-100"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['                End If\n'],"rule-95,rule-96"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['\nEnd If'],rule-95
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-102,"['            If Val(oLobLoc.Input(""PfDedWind"").Value) > 0 And\n', '                oLobLoc.Input(""PfWindInd"").Value <> ""N"" And Trim$(oLobLoc.Input(""PfWindInd"").Value) <> """" Then\n', '                oValidationResults.Add(""Wind Ind invalid"", ""cboPfWindInd"")\n', '\nEnd If']",rule-102
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-103,"['            If sValidate <> ""ValidateData"" Then\n', '                ValidateSCWindExclusion(oValidationResults, polEffectiveDate, oLobLoc)\n', '\nEnd If']",rule-103
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-104,"['            If Trim(oLobLoc.Input(""PfBgiiSym"").Value) = """" Then\n', '                oValidationResults.Add(""BGII Sym required"", ""cboPfBgiiSym"")\n', '\nEnd If']",rule-104
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-105,"['            If oLobData.Policy.Input.Fields(FIELD_PFELITEPAC2015APPLY).Value.CL_EqualsYesAbbreviation.Equals(False) Then\n', '                If sValidate <> ""ValidateData"" Then\n', '                    If oLobLoc.Input(""PfBldgVac"").Value = ""Y"" And Trim(oLobLoc.Input(""PfBincCol"").Value) <> """" Then\n', '                        oValidationResults.Add(""Business Income coverage not valid for vacant buildings"", """", ErrorCollection.ErrorSeverity.Warning)\n', '                    End If\n']",rule-105
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-106,"['                If sValidate <> ""ValidateData"" Then\n']",rule-106
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-107,"['                    If oLobLoc.Input(""PfBldgVac"").Value = ""Y"" And Trim(oLobLoc.Input(""PfTuitClassCd"").Value) <> """" Then\n', '                        oValidationResults.Add(""Tuition coverage not valid for vacant buildings"", """", ErrorCollection.ErrorSeverity.Warning)\n', '                    End If\n']","rule-106,rule-107"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['                End If\n'],rule-106
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-108,"['                If sValidate <> ""ValidateData"" Then\n']",rule-108
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-109,"['                    If oLobLoc.Input(""PfBldgVac"").Value = ""Y"" And Trim(oLobLoc.Input(""PfExxpLim"").Value) <> """" Then\n', '                        oValidationResults.Add(""Extra Expense coverage not valid for vacant buildings"", """", ErrorCollection.ErrorSeverity.Warning)\n', '                    End If\n']","rule-108,rule-109"
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,,['                End If\n'],rule-108
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-110,"['            If sSprinkler = ""2"" Or sSprinkler = ""3"" Or sSprinkler = ""6"" Or (sSprinkler = ""4"" And Val(nEffDate) > Val(""106151"")) Then\n', '                If Trim(oLobLoc.Input(""PfSprnklr"").Value) = """" Then\n', '                    oValidationResults.Add(""Sprinkler required"", ""cboPfSprnklr"")\n', '                End If\n']",rule-110
LobPF,PfLoc.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-111,"['            If sPkgProg = ""16"" Then\n']",rule-111
